9003, 9.3, 5
9006, 10.4, 2
9014, 3, 4
9054, 9.1, 5
9114, 8.2, 3
9207, 10.6, 3
9233, 5.2, 6
9284, 7.1, 1
9360, 9, 4
9369, 7.4, 6
9389, 9.2, 3
9394, 8.1, 6
9402, 9.3, 3
9403, 7.1, 2
9414, 3.6, 5
9424, 7.1, 3
9426, 4.2, 3
9462, 9.2, 7
9511, 9.4, 5
9515, 12, 0
9517, 1.1, 8
9532, 9.1, 3
9605, 8.2, 6
9640, 9.3, 7
9653, 3.4, 7
9658, 5.3, 7
9703, 8, 5
9724, 3.4, 8
9726, 3.1, 4
9729, 4.3, 5
9758, 5.1, 7
9776, 4.1, 7
9792, 13.99, 9
9822, 5.3, 7
9850, 5.1, 4
9864, 3.2, 4
9872, 5.1, 5
9877, 5.2, 5
9894, 6.1, 2
9919, 4.1, 5
9932, 9.5, 4
9952, 3.31, 5
10030, 3.33, 5
10035, 4, 4
10036, 3.33, 5
10087, 8.3, 5
10107, 4.2, 4
10108, 8.2, 6
10115, 7.5, 6
10196, 8.2, 3
10235, 5.2, 3
10238, 8.3, 3
10249, 4.2, 7
10250, 3.1, 5
10326, 4, 4
10328, 5.2, 5
10359, 4.1, 6
10364, 11, 0
10409, 9.3, 3
10438, 3.3, 3
10475, 6.4, 6
10553, 6.1, 2
10558, 3.4, 4
10585, 5, 5
10636, 3.3, 6
10640, 4.2, 4
10706, 3.34, 5
10708, 7.4, 7
10734, 5.2, 5
10780, 9.4, 7
10787, 7.2, 6
10797, 3.35, 5
10801, 3.31, 5
10819, 10.1, 4
10820, 3.2, 5
10828, 5, 4
10836, 3.2, 3
10886, 5.1, 4
10904, 4.3, 4
10911, 5, 5
10920, 4.35, 2
10952, 5.1, 5
10967, 1.1, 2
11004, 7.2, 3
11023, 5.1, 4
11062, 3.3, 6
11081, 4.3, 3
11083, 9.1, 5
11117, 3.31, 5
11195, 5.2, 3
11214, 5.2, 7
11231, 5.2, 4
11233, 5.1, 4
11275, 4.4, 6
11318, 4.1, 5
11413, 3, 2
11449, 6.4, 6
11460, 3.7, 4
11471, 7.2, 3
11501, 8.2, 5
11609, 5.5, 4
11617, 3, 6
11624, 5.1, 6
11738, 5.2, 4
11764, 8.2, 4
11770, 5.3, 4
11778, 4.2, 4
11789, 5.2, 6
11801, 7.1, 3
11833, 5, 2
11835, 5.4, 8
11918, 3.4, 4
11930, 5.44, 5
11937, 5.1, 8
11957, 5.1, 7
11959, 4.2, 2
11965, 4.2, 3
11988, 5.3, 6
12004, 4.2, 5
12005, 5.2, 5
12074, 5.41, 5
12150, 8, 4
12152, 8.2, 6
12227, 5.2, 4
12265, 4.3, 3
12275, 5.2, 5
12284, 4.4, 8
12286, 5.2, 7
12302, 9.1, 3
12320, 5.2, 2
12351, 3.5, 6
12407, 3.3, 4
12412, 5.2, 6
12425, 6, 6
12435, 5.3, 3
12439, 3.1, 2
12478, 4, 4
12481, 3.2, 2
12564, 4.2, 2
12566, 5.1, 7
12589, 5.1, 5
12615, 3.1, 2
12687, 3.1, 6
12768, 11, 0
12777, 9, 3
12787, 7.2, 7
12894, 3.1, 5
12910, 13.99, 9
12912, 5.4, 7
12930, 4.1, 8
12953, 4, 4
12956, 4.4, 7
12989, 4, 2
13021, 3, 8
13094, 3.3, 7
13130, 5.3, 4
13143, 3, 4
13159, 3.2, 5
13205, 4.2, 3
13214, 5.2, 5
13224, 9.4, 4
13285, 5.1, 5
13292, 5.2, 4
13303, 3.32, 5
13321, 5, 8
13324, 3.1, 4
13334, 4.3, 4
13338, 5.2, 4
13342, 2.1, 2
13434, 8.1, 5
13470, 5.4, 7
13492, 8.4, 3
13495, 7.2, 3
13526, 8.2, 3
13574, 4.1, 7
13577, 3.1, 2
13578, 8.3, 2
13621, 4.1, 5
13624, 8.1, 4
13646, 7.1, 4
13671, 3.1, 2
13688, 3, 6
16428, 8.4, 4
16497, 7, 4
16529, 3.1, 2
16576, 5.2, 7
16582, 3.4, 3
16613, 4.1, 8
16643, 5.3, 6
16678, 5, 4
16699, 5.1, 7
16717, 10, 7
16726, 8.4, 4
16740, 9.5, 3
16744, 4.3, 3
16755, 4.1, 5
16768, 5.3, 6
16777, 3.36, 5
16880, 4, 4
16916, 3.2, 6
16922, 5.3, 8
16936, 3.31, 5
16942, 5.2, 5
16944, 5.1, 3
17032, 7.2, 4
17046, 5.3, 5
17057, 5.2, 6
17061, 3.33, 5
17075, 8.6, 3
17112, 4.1, 6
17125, 5.2, 5
17186, 4.2, 4
17201, 5.2, 5
17233, 10, 0
17240, 4, 4
17254, 5.3, 6
17266, 5.31, 2
17284, 3.2, 5
17351, 8.3, 4
17461, 8, 4
17573, 9.3, 4
17653, 5.45, 5
17669, 3, 4
17723, 7.1, 4
17741, 5.2, 4
17768, 4.4, 7
17784, 3.1, 6
17838, 5.2, 4
17841, 3, 6
17843, 3.2, 3
17876, 9.3, 5
17894, 7, 1
17942, 3.1, 2
17984, 4.2, 2
17986, 4, 2
17997, 5.2, 5
18034, 5.3, 7
18077, 4.6, 8
18090, 7.3, 5
18124, 4.35, 5
18134, 10.1, 0
18145, 2.2, 2
18279, 6.1, 4
18337, 8, 5
18349, 5.2, 5
18354, 8.3, 6
18355, 3.4, 6
18380, 10.1, 2
18385, 4.4, 5
18448, 3.8, 6
18481, 3.4, 3
18558, 6, 7
18559, 5.6, 4
18572, 8.3, 3
18601, 9.3, 7
18602, 5.2, 3
18608, 8.3, 3
18626, 7.1, 3
18644, 5.1, 5
18648, 8, 5
18649, 4.5, 8
18670, 5.6, 4
18681, 5.5, 4
18765, 5.2, 4
18768, 9.3, 5
18774, 10.1, 3
18776, 3.33, 5
18801, 7, 3
18868, 5.3, 5
18909, 8.3, 4
18976, 3.34, 5
18980, 7.3, 5
19147, 5.2, 5
19164, 4, 5
19199, 5.2, 4
19229, 4.2, 5
19284, 5, 4
19321, 5.3, 5
19323, 4.2, 6
19329, 3.2, 6
19331, 4, 4
19334, 3.2, 3
19410, 7.3, 5
19420, 7.1, 5
19437, 5.2, 7
19459, 4.2, 4
19461, 8, 3
19465, 4.3, 4
19474, 5.3, 5
19483, 8.3, 4
19490, 7.2, 6
19494, 4.2, 4
19505, 5.2, 6
19699, 4.3, 4
19704, 5.2, 4
19775, 6.1, 0
19780, 1.1, 2
19808, 13.99, 9
19839, 9.3, 7
19942, 7.2, 5
19981, 4.34, 5
19984, 10, 4
20007, 10.6, 3
20052, 4.2, 3
20069, 7.1, 7
20086, 5.1, 6
20191, 3.3, 5
20195, 8.3, 3
20200, 9.3, 7
20218, 4.2, 4
20219, 5, 7
20222, 4.3, 7
20300, 4.4, 4
20308, 5.1, 4
20318, 6.1, 0
20320, 4.1, 4
20373, 5.6, 4
20413, 5.2, 5
20504, 8.3, 5
20553, 5.4, 4
20561, 3.3, 6
20617, 5, 4
20626, 3.31, 5
20659, 4.4, 4
20672, 9.5, 4
20686, 3.32, 5
20747, 5.2, 5
20779, 3.2, 5
20795, 5.2, 3
20845, 6.3, 3
20871, 5.1, 7
20891, 5.1, 4
20903, 3, 7
21030, 9.3, 3
21143, 3.31, 5
21148, 4.4, 7
21171, 3.2, 3
21229, 7.4, 6
21303, 3.32, 5
21317, 6.4, 6
21326, 5.3, 4
21345, 0.5, 2
21364, 4, 6
21382, 3.1, 2
21388, 6, 2
21399, 7, 5
21431, 3.1, 7
21439, 3, 4
21502, 4.2, 5
21511, 3.2, 4
21540, 5.1, 8
21548, 4, 5
21588, 10.2, 5
21598, 2, 0
21681, 5.2, 7
21710, 4.3, 0
21756, 5.5, 4
21772, 3.2, 7
21777, 3, 5
21800, 4.2, 4
21826, 8, 4
21916, 3.1, 2
21932, 10.3, 7
21957, 5.1, 7
21998, 5.2, 4
22000, 8.1, 5
22001, 4.2, 3
22018, 8.1, 4
22058, 4.3, 6
22112, 4, 4
22139, 7.4, 2
22163, 6, 3
22186, 6.2, 4
22198, 5.2, 5
22212, 5, 4
22215, 7.3, 2
22234, 5.2, 5
22253, 9.3, 7
22264, 3.3, 4
22352, 5.2, 2
22370, 5.1, 7
22383, 8.2, 0
22401, 1.1, 0
22406, 7.2, 7
22409, 4.35, 5
22435, 7.2, 6
22503, 5.2, 5
22541, 4, 4
22563, 5.2, 4
22566, 7.1, 3
22575, 3.2, 6
22592, 9.3, 6
22653, 8.1, 4
22677, 3.2, 6
22708, 8.1, 1
22748, 5.2, 5
22754, 8.4, 4
22762, 5.1, 4
22798, 5.2, 5
23014, 2.1, 2
23017, 11.2, 0
23019, 5.2, 5
23020, 5, 2
23023, 5.2, 5
23051, 7.2, 7
23054, 4.2, 4
23097, 5.4, 4
23162, 7.2, 3
23167, 8.1, 2
23208, 10.5, 3
23239, 9.2, 0
23241, 6.2, 6
23253, 5.2, 5
23263, 4, 2
23274, 4.2, 3
23293, 8.2, 6
23371, 2.1, 2
23385, 3, 6
23402, 8.2, 0
23425, 7, 5
23461, 10.2, 0
23476, 5.4, 4
23491, 7.3, 4
23498, 5.4, 4
23535, 4, 3
23538, 8.1, 5
23552, 5.2, 2
23592, 18.99, 9
23744, 1, 2
23786, 8.1, 4
23821, 5, 4
23830, 5.2, 5
23852, 5.44, 5
23858, 10.6, 3
23873, 9.3, 7
23888, 4.33, 5
23893, 7.1, 3
23937, 4.5, 5
23944, 1.1, 2
23953, 1.3, 2
23965, 3.3, 7
24016, 7.3, 5
24041, 1.1, 2
24067, 7.2, 0
24076, 8.1, 4
24082, 3.2, 8
24087, 4.2, 3
24111, 8.3, 4
24164, 4, 3
24181, 5.3, 4
24187, 4.1, 5
24249, 4.1, 3
24265, 3, 4
24271, 3.8, 6
24294, 8.3, 5
24331, 10.3, 4
24344, 4.5, 5
24399, 7, 3
24460, 5.1, 4
24472, 5, 2
24520, 4.33, 5
24533, 5.1, 4
24539, 3.32, 5
24547, 4.35, 5
24555, 7.3, 3
24572, 4.3, 6
24635, 5, 4
24643, 5.1, 2
24648, 8, 4
24677, 10.3, 5
24685, 5.2, 3
24706, 4.5, 5
24738, 10.2, 7
24747, 4.4, 4
24759, 3.4, 8
24766, 9.1, 3
24791, 5.2, 5
24812, 4.1, 5
24818, 5, 4
24836, 3, 8
24853, 4.1, 4
24860, 5.3, 4
24865, 5.2, 4
24878, 5, 4
24929, 6.3, 5
24976, 5.2, 5
25006, 5.2, 5
25124, 7.3, 3
25129, 10.4, 5
25131, 8, 4
25158, 4.2, 5
25209, 5, 6
25235, 5.4, 4
25236, 5.1, 4
25251, 7.2, 4
25273, 4.4, 4
25294, 5.1, 4
25295, 5.2, 5
25317, 3, 4
25417, 4.2, 3
25480, 5.3, 3
25487, 1.1, 2
25527, 4.1, 5
25545, 3, 4
25547, 7.4, 5
25607, 6, 2
25622, 5.2, 5
25663, 3.1, 7
25772, 5, 4
25812, 4, 4
25912, 4, 6
25944, 4, 2
25957, 4.1, 5
25964, 6.2, 7
26000, 8.4, 3
26002, 4.3, 8
27449, 4.3, 5
27461, 5.3, 7
27469, 4.4, 4
27489, 4.4, 7
27525, 5.4, 4
27597, 5, 4
27602, 5.1, 4
27603, 6.1, 4
27626, 3.1, 5
27697, 5, 4
27707, 5, 4
27850, 3.2, 6
27882, 4.33, 5
27894, 5, 4
27932, 3.1, 6
27952, 9.3, 5
27962, 3.3, 4
28008, 4.2, 5
28047, 8.3, 3
28064, 3.33, 5
28157, 5.5, 4
28187, 5, 2
28188, 5.1, 4
28221, 0.5, 2
28263, 3.1, 4
28342, 5, 4
28348, 3.1, 7
28366, 3.1, 6
28412, 5.3, 7
28433, 5, 5
28492, 5.2, 4
28587, 3, 7
28609, 10, 1
28622, 8.1, 6
28640, 4.5, 8
28656, 6.2, 7
28669, 6.2, 6
28671, 5.1, 0
28695, 4.4, 5
28715, 4.3, 4
28716, 5.1, 2
28748, 8.3, 7
28752, 9.4, 4
28801, 4.2, 4
28826, 3.8, 6
28869, 8.3, 6
28882, 5.3, 5
28928, 7, 5
28976, 6.2, 4
28983, 4.2, 4
29009, 5.1, 5
29068, 3.3, 5
29076, 5.3, 4
29078, 0.5, 2
29095, 5.1, 5
29114, 5.4, 6
29252, 9, 5
29267, 4.6, 5
29378, 4.2, 2
29387, 5.1, 4
29430, 7.2, 3
29496, 11.1, 0
29504, 7.3, 3
29506, 9.3, 5
29510, 6, 8
29523, 3.1, 3
29532, 5.43, 5
29541, 6.1, 3
29557, 5.5, 4
29565, 7.1, 3
29571, 4.1, 6
29598, 5.1, 5
29626, 4.2, 3
29653, 5.3, 4
29665, 5.2, 4
29667, 4.1, 7
29723, 8, 3
29763, 9, 5
29889, 3.1, 8
29897, 3.4, 7
29914, 5.3, 4
29968, 5.3, 7
29970, 5.1, 5
30081, 5, 4
30088, 10.1, 1
30099, 3.2, 8
30102, 3.2, 5
30133, 3.1, 2
30145, 5.2, 3
30192, 9.4, 4
30195, 3.1, 6
30210, 5.1, 5
30231, 9.1, 3
30244, 6.1, 0
30247, 5.2, 4
30252, 4.2, 5
30335, 3, 6
30373, 4.2, 8
30380, 5, 4
30389, 4.2, 5
30399, 5.1, 4
30410, 6.1, 0
30434, 8, 0
30436, 3.4, 8
30440, 3.6, 6
30464, 5.1, 4
30477, 3.5, 5
30613, 4.1, 6
30619, 3.8, 5
30620, 8.6, 3
30627, 5.3, 4
30662, 9, 3
30668, 3.1, 6
30679, 4.2, 3
30694, 5.2, 4
30704, 5.2, 5
30712, 5.3, 4
30792, 5.3, 4
30815, 8.3, 5
30817, 3.34, 5
30863, 6.2, 6
30882, 5.3, 3
30976, 7.4, 6
31036, 3.2, 5
31124, 1.1, 2
31130, 3.4, 3
31282, 3.1, 7
31293, 4.2, 5
31296, 3, 7
31309, 3.3, 4
31345, 4.1, 2
31378, 9.4, 5
31396, 5.3, 4
31408, 8.3, 3
31443, 5.2, 5
31473, 3.2, 6
31576, 5.2, 5
31616, 3.3, 5
31706, 7, 1
31717, 3.3, 4
31730, 3.1, 2
31787, 5.4, 2
31806, 6.1, 2
31811, 7.2, 7
31816, 7, 0
31837, 3.2, 2
31847, 9.1, 3
31948, 3.6, 6
31957, 4, 4
31961, 6.2, 6
32078, 3.8, 5
32095, 8.1, 4
32111, 6.2, 6
32146, 7.2, 4
32174, 5.3, 4
32189, 9.3, 3
32230, 8.4, 4
32243, 8.5, 3
32259, 8.6, 3
32265, 5.1, 4
32272, 3.2, 4
32292, 7.2, 3
32305, 7.1, 4
32378, 8.2, 3
32389, 7.2, 3
32452, 8.3, 3
32470, 9.4, 4
32490, 4.3, 4
32525, 4, 5
32545, 6.4, 5
32619, 4.5, 5
